Source,Target,Year,trade_value,ln_trade_value,Source Area,Target Area,Source Exchange Rate,Target Exchange Rate,Ex Rate Source / Target,Ex Rate Target / Source,Source Consumer Price Index,Target Consumer Price Index,exchange_rate ijt,Source GDP,Target GDP,level of output ijt
EUN,KWT,2011,112.502,4.72297099926423,,17820.0,,0.28,,inf,,104.84,,,117.23,
CZE,BLR,2002,112.602,4.72385947753719,78870.0,207600.0,32.74,0.18,181.8888888888889,0.005497861942577886,83.0,36.86,0.012379884461040819,88.17,28.47,3.914058835194441
EUN,EGY,2017,112.738,4.725066542563487,,1001450.0,,17.78,,inf,,231.09,,,218.17,
GBR,KWT,2011,112.841,4.725979748200164,243610.0,17820.0,0.62,0.28,2.214285714285714,0.4516129032258065,103.86,104.84,0.447391416721025,102.12,117.23,4.6951432047285095
UKR,RUS,2012,112.946,4.72690982838697,603550.0,17098250.0,7.99,30.84,0.2590791180285344,3.8598247809762203,108.57,113.94,3.677910974816467,123.1,126.24,4.825590945143986
SER,SVN,2004,112.957,4.727007215318606,,20270.0,,0.8,,inf,,84.74,,,86.52,
AUT,GBR,2002,112.965,4.727078036221425,83879.0,243610.0,1.06,0.67,1.5820895522388059,0.6320754716981132,86.33,83.97,0.6498401270894142,86.69,81.94,4.434162904499637
SER,GRC,2006,112.996,4.72735241985572,,131960.0,,0.8,,inf,,88.05,,,90.5,
JAM,HTI,2012,113.219,4.729323996207735,10990.0,27750.0,88.75,41.95,2.1156138259833135,0.4726760563380282,114.95,111.67,0.48655961919993146,112.53,112.88,4.724772580153232
EUN,BLR,2002,113.226,4.729385821375014,,207600.0,,0.18,,inf,,36.86,,,28.47,
BRA,AGO,2009,113.24,4.7295094602436984,8515770.0,1246700.0,2.0,79.33,0.025211143325349804,39.665,95.2,87.36,43.22467948717949,92.23,63.21,4.335373986865918
SER,HRV,2022,113.311,4.730136250699927,,,,7.16,,inf,,124.96,,,122.58,
TZA,ZAF,2014,113.326,4.730268620966228,947300.0,1219090.0,1653.23,10.85,152.37142857142857,0.006562910181886368,149.66,124.63,0.00788096877012849,,123.22,
IND,BGD,2016,113.389,4.7308243848250076,3287260.0,147630.0,67.2,78.47,0.856378233719893,1.1677083333333333,154.05,152.53,1.1793448419982955,136.3,149.29,4.960374530883993
USA,PNG,2006,113.509,4.7318821289319475,9632030.0,462840.0,1.0,3.06,0.32679738562091504,3.06,92.45,78.93,3.5841505131128844,93.8,83.32,4.481926736202475
EUN,MMR,2008,113.539,4.7321463902350605,,676590.0,,5.44,,inf,,91.49,,,86.11,
DEU,MMR,2008,113.601,4.732692309065208,357110.0,676590.0,0.68,5.44,0.125,8.0,98.6,91.49,8.621707290414253,97.56,86.11,4.518046561027896
EUN,EGY,2018,113.627,4.73292115410291,,1001450.0,,17.77,,inf,,264.38,,,264.92,
ZAF,ZWE,2013,113.656,4.733176342569776,1219090.0,390760.0,9.66,,,,117.43,109.08,,116.94,116.71,4.760676604085893
AUT,FRA,2001,113.819,4.734609467334239,83879.0,549087.0,1.12,1.12,1.0,1.0,84.79,85.77,0.988574093505888,85.71,85.6,4.450327394029244
SER,CHE,2012,113.925,4.7355403371499465,,41290.0,,0.94,,inf,,99.54,,,100.04,
FRA,DEU,2000,114.049,4.7366281806077835,549087.0,357030.0,1.08,1.08,1.0,1.0,84.39,85.7,0.9847141190198366,83.92,89.57,4.462442203287573
GBR,TUR,2009,114.144,4.737460809176481,243610.0,785350.0,0.64,1.55,0.4129032258064516,2.421875,97.57,92.11,2.565436366843991,98.59,93.45,4.564198185244261
GBR,RUS,2007,114.184,4.737811182327468,243610.0,17098240.0,0.5,25.58,0.019546520719311965,51.16,92.44,73.46,64.37830656139396,93.63,72.79,4.413464714040482
USA,SWE,2012,114.2,4.73795129722191,9831510.0,447420.11,1.0,6.78,0.14749262536873156,6.78,105.29,103.88,6.872027339237583,103.99,102.1,4.635123732921381
EUN,MMR,2020,114.398,4.739683596275394,,676590.0,,1381.62,,inf,,,,,166.86,
GHA,CIV,2003,114.511,4.740670888248876,238540.0,322460.0,0.87,579.9,0.0015002586652871186,666.551724137931,38.58,83.59,307.6392572944297,,82.94,
AUS,FJI,2005,114.512,4.740679620996242,7741220.0,18270.0,1.31,1.69,0.7751479289940829,1.2900763358778624,86.34,80.81,1.3783590006149564,80.99,,
DEU,MMR,2020,114.582,4.741290723881332,357590.0,676590.0,0.88,1381.62,0.0006369334549297202,1570.0227272727273,113.02,,,118.39,166.86,4.945569698448736
PHL,USA,2015,114.603,4.741473981948472,300000.0,9831510.0,45.5,1.0,45.5,0.02197802197802198,115.43,108.7,0.02333875875734202,110.68,108.86,4.698352903962389
IRL,GBR,2012,114.614,4.741569960868085,70280.0,243610.0,0.78,0.63,1.2380952380952381,0.8076923076923077,104.3,106.53,0.7907848276758442,104.05,103.63,4.642849208017885
USA,LCA,2017,114.665,4.742014833715936,9831510.0,620.0,1.0,2.7,0.37037037037037035,2.7,112.41,108.03,2.8094695917800614,112.04,121.13,4.757860149710309
USA,GBR,2010,114.76,4.742842991113164,9831510.0,243610.0,1.0,0.65,1.5384615384615383,0.65,100.0,100.0,0.65,100.0,100.0,4.605170185988092
IND,NZL,2002,114.849,4.743618222088059,3287260.0,267710.0,48.61,2.16,22.504629629629626,0.04443530137831722,58.82,81.14,0.032212033855960304,,80.63,
IND,TUR,2015,114.968,4.744653828771946,3287260.0,785350.0,64.15,2.72,23.584558823529413,0.04240062353858145,146.79,146.07,0.042609622299092015,132.95,143.07,4.926653569333636
USA,LTU,2000,114.982,4.744775594373314,9632030.0,65300.0,1.0,1.08,0.9259259259259258,1.08,78.97,74.4,1.1463387096774194,81.14,72.89,4.342563756586211
GBR,ITA,1999,115.042,4.745297279078916,243610.0,301340.0,0.62,0.94,0.6595744680851064,1.5161290322580645,80.52,78.71,1.5509936434686744,77.71,78.09,4.3554229784478675
EUN,AUS,2002,115.182,4.746513486053488,,7741220.0,,1.84,,inf,,79.97,,,72.59,
DEU,AUT,2009,115.208,4.746739190295082,357120.0,83879.0,0.72,0.72,1.0,1.0,98.91,98.22,1.007025045815516,99.36,99.13,4.597590869114987
SER,SVN,2013,115.248,4.747086328147007,,20675.0,,0.75,,inf,,106.29,,,103.15,
USA,UGA,2014,115.27,4.7472772026129215,9831510.0,241550.0,1.0,2599.79,0.000384646452213448,2599.79,108.57,142.02,1987.4609231094207,107.79,134.91,4.792396389622132
DEU,SWE,1997,115.344,4.747918967662223,357030.0,447420.11,1.73,7.63,0.22673656618610746,4.410404624277457,83.23,85.29,4.303880605916435,89.09,81.16,4.443034804845083
EUN,HRV,2013,115.355,4.748014330017572,,88073.0,,5.7,,inf,,108.11,,,103.87,
USA,GBR,2004,115.459,4.74891548858714,9632030.0,243610.0,1.0,0.55,1.8181818181818181,0.55,86.62,86.31,0.5519754373768972,88.23,86.23,4.468482593099123
BEL,JPN,2004,115.595,4.750092702707701,30530.0,377910.0,0.8,108.19,0.0073943987429522144,135.23749999999998,87.96,100.7,118.12800893743791,90.02,106.35,4.583383704755516
FIN,RUS,1997,115.608,4.75020515799603,338150.0,17098240.0,5.19,5.78,0.8979238754325259,1.1136801541425818,81.44,10.74,8.444889362511345,81.7,,
DNK,HUN,2013,115.625,4.75035219583259,42920.0,93030.0,5.62,223.7,0.025122932498882432,39.80427046263345,106.05,111.71,37.7875112573832,103.94,107.84,4.662231228372146
OAS,PHL,2006,115.662,4.750672144643509,,300000.0,,51.31,,inf,,82.99,,,84.34,
SER,FRA,2013,115.685,4.750870980159646,,549087.0,,0.75,,inf,,105.01,,,102.92,
FRA,ESP,2005,115.715,4.7511302714316255,549087.0,505370.0,0.8,0.8,1.0,1.0,92.76,88.96,1.0427158273381296,92.19,90.68,4.515594245224916
USA,IND,2014,115.727,4.751233969118396,9831510.0,3287260.0,1.0,61.03,0.016385384237260363,61.03,108.57,139.92,47.35582547169811,107.79,130.34,4.775165655348886
GBR,SWE,2008,115.734,4.751294454470158,243610.0,447420.11,0.54,6.59,0.0819423368740516,12.203703703703702,95.69,99.35,11.754125892374507,96.74,96.78,4.572233664380005
IND,NZL,2007,115.827,4.7520976985829435,3287260.0,267710.0,41.35,1.36,30.40441176470588,0.032889963724304715,74.32,92.08,0.02654628696774898,80.02,92.77,4.456199957547135
IND,ITA,2003,115.866,4.752434350966643,3287260.0,302069.0,46.58,0.88,52.93181818181818,0.018892228424216402,61.05,87.28,0.013214602947965299,,87.24,
USA,ISR,2019,116.107,4.754512179737295,9831510.0,22070.0,1.0,3.56,0.2808988764044944,3.56,117.24,108.19,3.857790923375543,116.8,112.78,4.742951044386581
AUT,EGY,2019,116.443,4.757401882887678,83879.0,1001450.0,0.89,16.77,0.05307096004770424,18.84269662921348,118.06,288.57,7.708939820649907,117.44,301.01,5.236535525827293
IND,DEU,2015,116.489,4.757796847946992,3287260.0,357410.0,64.15,0.9,71.27777777777779,0.01402961808261886,146.79,107.2,0.019210892148765136,132.95,108.53,4.788499875073477
BEL,ESP,2009,116.508,4.757959940176008,30530.0,505370.0,0.72,0.72,1.0,1.0,97.86,98.23,0.9962333299399369,98.14,99.85,4.5950320452617905
IND,PHL,2013,116.582,4.758594888071552,3287260.0,300000.0,58.6,42.45,1.380447585394582,0.7244027303754267,131.18,110.67,0.8586532047587284,124.39,108.18,4.753609148832577
EUN,EGY,2021,116.632,4.759023678802521,,,,15.64,,inf,,318.94,,,347.58,
GBR,ESP,2008,116.644,4.75912656122515,243610.0,505370.0,0.54,0.68,0.7941176470588235,1.2592592592592593,95.69,98.52,1.2230868708741223,96.74,99.7,4.587096322181315
USA,ISR,2011,116.779,4.760283259708606,9831510.0,22070.0,1.0,3.58,0.27932960893854747,3.58,103.16,103.48,3.568929261693081,102.08,101.36,4.622217677804682
IND,THA,2021,117.012,4.762276493640982,,,73.92,31.98,2.3114446529080674,0.43262987012987014,192.38,113.69,0.7320726045877775,169.81,121.86,4.968776504889279
BLX,DNK,1996,117.064,4.762720793790125,,42920.0,,5.8,,inf,,74.42,,,73.13,
BEL,HUN,2004,117.17,4.763625871680064,30530.0,93030.0,0.8,202.75,0.003945745992601726,253.4375,87.96,74.27,300.15298909384677,90.02,79.62,4.438648592718479
SER,AUT,2006,117.172,4.7636429407500565,,83879.0,,0.8,,inf,,92.67,,,93.36,
EUN,RUS,2017,117.29,4.764649500533414,,17098250.0,,58.34,,inf,,168.18,,,166.07,
BRA,AGO,2008,117.338,4.765058658866346,8515770.0,1246700.0,1.83,75.03,0.024390243902439025,41.0,90.77,76.81,48.4516339018357,85.95,90.65,4.480385834514859
USA,KHM,2004,117.419,4.765748734163052,9632030.0,181040.0,1.0,4016.25,0.00024898848428260193,4016.25,86.62,63.98,5437.442560175055,88.23,71.29,4.3733515531817755
SER,ISR,2008,117.435,4.765884989027987,,22070.0,,3.59,,inf,,94.22,,,94.52,
ESP,PRT,1997,117.493,4.766378757341499,505990.0,92120.0,146.41,175.31,0.8351491643374593,1.1973908886005056,70.46,72.74,1.159859252279236,68.51,69.27,4.232495816024661
GBR,ITA,2000,117.494,4.766387268450624,243610.0,302069.0,0.66,1.08,0.611111111111111,1.6363636363636365,81.47,80.71,1.6517723386760685,78.73,79.49,4.370827752390698
NLD,HUN,1996,117.776,4.76878451531635,41530.0,93030.0,1.69,152.65,0.011071077628562069,90.32544378698225,75.27,35.48,191.6233414274564,73.76,36.93,3.9549204040564048
NLD,HUN,2000,117.826,4.769208959936944,41530.0,93030.0,1.08,282.18,0.0038273442483521157,261.27777777777777,81.95,57.88,369.93285917223375,80.95,59.86,4.242920091274098
IND,NZL,2011,117.955,4.770303195798795,3287260.0,267710.0,46.67,1.27,36.74803149606299,0.027212341975573172,108.91,104.03,0.02848886056483393,108.86,102.89,4.661861554696886
HUN,FIN,1999,118.0,4.770684624465665,93030.0,338150.0,237.15,0.94,252.28723404255322,0.0039637360320472275,52.71,83.54,0.0025009399838306122,54.63,85.01,4.221676039518448
USA,TTO,2013,118.189,4.772285038035652,9831510.0,5130.0,1.0,6.44,0.15527950310559005,6.44,106.83,120.81,5.6947703004718155,105.81,,
USA,IND,2012,118.258,4.772868678360618,9831510.0,3287260.0,1.0,53.44,0.018712574850299403,53.44,105.29,119.24,47.188004025494806,103.99,116.73,4.702079158168357
AUT,SVK,2021,118.599,4.775748054824874,,,0.85,0.85,1.0,1.0,123.0,121.28,1.0141820580474934,122.79,113.75,4.77223931850174
SER,SVN,2007,118.605,4.775798644191,,20270.0,,0.73,,inf,,92.21,,,93.54,
UGA,KEN,2016,118.778,4.777256204594466,241550.0,580370.0,3420.1,101.5,33.69556650246305,0.029677494810093272,158.52,159.65,0.029467438003733075,129.93,161.04,4.97432431261309
IND,CAN,2018,118.817,4.777584494334151,3287260.0,9879750.0,68.39,1.3,52.607692307692304,0.01900862699225033,165.45,114.52,0.027462254068003993,149.51,,
NZL,PNG,2003,119.171,4.780559436441175,267710.0,462840.0,1.72,3.56,0.4831460674157303,2.0697674418604652,82.56,74.16,2.3042071197411005,81.73,,
MYS,BRN,2011,119.212,4.78090342070519,330800.0,5770.0,3.06,1.26,2.4285714285714284,0.4117647058823529,103.17,100.14,0.42422373383145945,,,
GBR,RUS,2008,119.214,4.780920197399007,243610.0,17098240.0,0.54,24.85,0.021730382293762576,46.01851851851852,95.69,83.83,52.52907118021039,96.74,85.86,4.512372515095626
EUN,MEX,2016,119.303,4.781666475476717,,1964375.0,,18.66,,inf,,122.78,,,126.84,
CAN,JPN,2005,119.332,4.781909524485813,9879750.0,377910.0,1.21,110.22,0.010978043912175649,91.0909090909091,91.85,100.41,83.32536599940245,,105.08,
SER,SVN,2014,119.387,4.782370317308949,,20675.0,,0.75,,inf,,106.51,,,103.62,
BEL,POL,1999,119.422,4.782663438592071,33120.0,312690.0,0.94,3.97,0.23677581863979846,4.223404255319149,79.4,69.2,4.84592916000492,82.02,71.61,4.339098924491381
MEX,USA,2012,119.675,4.784779735278573,1964380.0,9831510.0,13.17,1.0,13.17,0.07593014426727411,107.66,105.29,0.07763927563695251,110.15,103.99,4.673068906960247
AUT,PRT,2009,119.712,4.785088858165736,83879.0,92210.0,0.72,0.72,1.0,1.0,98.22,98.62,0.9959440275806124,99.13,99.36,4.597590869114987
AUT,BEL,2003,119.881,4.786499584088679,83879.0,30530.0,0.88,0.88,1.0,1.0,87.5,86.15,1.0156703424260012,87.83,88.33,4.478241464343033
EUN,SGP,2004,119.903,4.7866830825711615,,699.0,,1.69,,inf,,87.58,,,88.62,
AUT,HUN,2009,119.938,4.7869749425971655,83879.0,93030.0,0.72,202.34,0.003558367104872986,281.02777777777777,98.22,95.37,289.42590262486453,99.13,97.53,4.588296071514365
MMR,VNM,2013,120.0,4.787491742782046,676590.0,330960.0,933.57,20933.42,0.044597108355920824,22.422978459033597,112.58,138.01,18.291275378001615,122.83,137.78,4.8682297478580265
USA,RUS,2000,120.234,4.789439844000062,9632030.0,17098240.0,1.0,28.13,0.03554923569143264,28.13,78.97,30.76,72.21801365409623,81.14,,
ROM,DEU,2019,120.352,4.790420782287926,,357580.0,,0.89,,inf,,112.85,,,116.29,
EUN,ZAF,2000,120.398,4.79080292144107,,1219090.0,,6.94,,inf,,59.9,,,48.45,
IND,OAS,2006,120.414,4.790935805184601,3287260.0,,45.31,,inf,,69.87,,,75.65,,
USA,DEU,2010,120.531,4.7919069812554556,9831510.0,357130.0,1.0,0.75,1.3333333333333333,0.75,100.0,100.0,0.75,100.0,100.0,4.605170185988092
ESP,FRA,2019,120.63,4.792728009577292,505952.796,549087.0,0.89,0.89,1.0,1.0,110.96,110.05,1.0082689686506132,104.99,108.2,4.668923236969616
NLD,SGP,2004,120.678,4.793125841399139,41530.0,699.0,0.8,1.69,0.4733727810650888,2.1125,91.14,87.58,2.1983700616579127,90.5,88.62,4.494853708238612
AUT,CZE,1997,120.752,4.793738855542513,83879.0,78870.0,12.2,31.7,0.38485804416403785,2.598360655737705,79.52,66.32,3.1155253218374894,82.37,71.01,4.33702100257358
NLD,SWE,2008,120.834,4.794417702852779,41540.0,447420.11,0.68,6.59,0.1031866464339909,9.691176470588234,97.58,99.35,9.518520382486159,98.85,96.78,4.583021955490899
GBR,FRA,2007,120.889,4.7948727691968935,243610.0,549087.0,0.5,0.73,0.684931506849315,1.46,92.44,95.71,1.4101180649879845,93.63,96.59,4.554913030571001
IDN,KOR,2016,120.924,4.795162249086266,1913580.0,100339.0,13308.33,1160.77,11.465087829630331,0.08722131176488711,136.97,110.89,0.10773471974422029,131.45,110.01,4.789598910963617
NLD,ESP,2001,120.926,4.795178788263442,41530.0,505020.0,1.12,1.12,1.0,1.0,85.35,78.65,1.0851875397329942,84.34,77.51,4.392631604305917
LVA,EST,1997,121.007,4.795848395163092,64594.0,45230.0,0.58,13.88,0.04178674351585014,23.931034482758623,53.81,57.15,22.532440341509037,49.74,49.52,3.9045930333757997
CRI,NIC,2000,121.149,4.797021192998176,51100.0,130370.0,308.19,12.68,24.305205047318612,0.04114345046886661,37.36,45.72,0.033620282360386194,35.99,46.1,3.707027036046771
NZL,FJI,2012,121.244,4.79780504405711,267710.0,18270.0,1.23,1.79,0.6871508379888268,1.4552845528455285,105.13,110.95,1.3789460571487193,102.58,,
USA,POL,2017,121.422,4.799272081317577,9831510.0,312680.0,1.0,3.78,0.2645502645502646,3.78,112.41,109.64,3.875499817584823,112.04,109.52,4.7074815656860505
OAS,PHL,2009,121.658,4.801213829500488,,300000.0,,47.68,,inf,,96.35,,,95.81,
USA,EGY,2005,121.853,4.802815400203098,9632030.0,1001450.0,1.0,5.78,0.17301038062283736,5.78,89.56,57.76,8.962202216066483,90.99,60.22,4.304377066711094
ZAF,SWE,2010,121.963,4.80371772004645,1219090.0,447420.11,7.32,7.21,1.015256588072122,0.9849726775956283,100.0,100.0,0.9849726775956283,100.0,100.0,4.605170185988092
BEL,USA,2009,122.013,4.804127596433472,30530.0,9831510.0,0.72,1.0,0.72,1.3888888888888888,97.86,98.39,1.3814073245926075,98.14,98.81,4.5897969224343145
EUN,THA,2016,122.016,4.8041521836751535,,513120.0,,35.3,,inf,,110.55,,,117.69,
USA,PYF,2016,122.312,4.806575157258313,9831510.0,3471.0,1.0,107.81,0.009275577404693442,107.81,110.07,,inf,109.96,,
IND,ARE,2018,122.64,4.809253234563559,3287260.0,98647.9,68.39,3.67,18.634877384196187,0.053662816201199004,165.45,116.78,0.07602768402541851,149.51,,
NLD,ITA,2019,122.793,4.810500010830966,41540.0,302068.0,0.89,0.89,1.0,1.0,115.91,110.62,1.0478213704574217,111.66,110.47,4.7101012653832
KEN,TZA,2010,122.846,4.810931538404539,580370.0,947300.0,79.23,1395.63,0.0567700608327422,17.614918591442635,100.0,100.0,17.614918591442635,100.0,,
EUN,ISL,2016,122.919,4.811525601856592,,103000.0,,120.81,,inf,,119.85,,,123.01,
NLD,ISL,2016,122.926,4.811582548306606,41540.0,103000.0,0.9,120.81,0.007449714427613608,134.23333333333332,109.53,119.85,122.67481852315393,104.47,123.01,4.730582800865055
SER,SAU,2018,122.953,4.811802168527191,,2149690.0,,3.75,,inf,,120.93,,,116.33,
USA,GBR,2003,123.008,4.812249393907773,9632030.0,243610.0,1.0,0.61,1.639344262295082,0.61,84.36,85.13,0.6044825560906849,85.92,84.0,4.442116714801934
BEL,RUS,2002,123.071,4.812761424608291,30530.0,17098240.0,1.06,31.35,0.03381180223285486,29.57547169811321,84.8,43.27,57.96163623757799,86.73,,
KOR,USA,1998,123.072,4.812769549966315,99260.0,9629090.0,1403.18,1.0,1403.18,0.0007126669422312177,70.92,74.76,0.0006760612565949433,77.96,78.24,4.357988450182961
USA,PNG,2004,123.315,4.814742057272206,9632030.0,462840.0,1.0,3.22,0.3105590062111801,3.22,86.62,75.76,3.6815786694825765,88.23,,
USA,PNG,2020,123.321,4.814790711969827,9831510.0,462840.0,1.0,3.46,0.28901734104046245,3.46,118.69,163.51,2.511573604060914,118.32,145.35,4.876268722703715
IND,MYS,2018,123.381,4.815277128789982,3287260.0,330524.0,68.39,4.04,16.928217821782177,0.05907296388360871,165.45,120.66,0.08100134157585828,149.51,,
SER,FRA,2012,123.602,4.817066726122449,,549087.0,,0.78,,inf,,104.11,,,102.12,
NLD,CHE,1999,123.732,4.818117936323807,41530.0,41290.0,0.94,1.5,0.6266666666666666,1.595744680851064,80.06,90.34,1.4141611594967478,78.28,89.45,4.426985976241301
HKG,PHL,2019,123.738,4.818166427049965,1110.0,300000.0,7.84,51.8,0.15135135135135136,6.607142857142857,134.65,129.62,6.863537924041704,129.14,119.81,4.823402120925064
USA,KEN,2005,123.964,4.819991200872633,9632030.0,580370.0,1.0,75.55,0.013236267372600927,75.55,89.56,55.53,121.84869439942374,90.99,,
DEU,SWE,1998,124.0,4.820281565605037,357030.0,447420.11,1.76,7.95,0.22138364779874214,4.517045454545455,83.99,85.06,4.4602239328388515,89.7,81.82,4.450496240783002
NLD,GBR,2017,124.013,4.820386398819521,41540.0,243610.0,0.89,0.78,1.141025641025641,0.8764044943820225,111.04,114.94,0.8466674356723489,105.79,112.0,4.689977434146888
IND,THA,2000,124.033,4.820547659231246,3287260.0,513120.0,44.94,40.11,1.1204188481675392,0.8925233644859814,54.34,77.35,0.6270164140422525,,73.74,
NGA,MRT,2020,124.148,4.82147440227951,923770.0,1030700.0,358.81,37.19,9.648023662274806,0.10364817034084892,302.94,138.24,0.22713524828600096,217.87,,
USA,DEU,2008,124.174,4.821683807810192,9831510.0,357110.0,1.0,0.68,1.4705882352941175,0.68,98.74,98.6,0.6809655172413794,98.18,97.56,4.583635050988812
SGP,IDN,2010,124.21,4.821973681556102,712.0,1910930.0,1.36,9090.43,0.0001496078843355045,6684.139705882352,100.0,100.0,6684.139705882352,100.0,100.0,4.605170185988092
ITA,FRA,2007,124.338,4.823003663783406,302069.0,549087.0,0.73,0.73,1.0,1.0,94.57,95.71,0.9880890189112945,95.63,96.59,4.565480897276328
FRA,ESP,2001,124.463,4.824008482980413,549087.0,505020.0,1.12,1.12,1.0,1.0,85.77,78.65,1.0905276541640176,85.6,77.51,4.400046121720559
MOZ,JPN,2007,124.486,4.8241932597826125,799380.0,377930.0,25.84,117.75,0.21944798301486199,4.556888544891641,74.85,100.72,3.386448645603051,,103.44,
CHN,HKG,2021,124.556,4.824755413972214,,,6.45,7.77,0.8301158301158302,1.2046511627906975,129.37,137.1,1.136730276661069,,130.85,
MYS,HKG,2018,124.569,4.824859779250784,330524.0,1110.0,4.04,7.84,0.5153061224489796,1.9405940594059405,120.66,130.87,1.7891959899741787,,126.56,
NLD,POL,2002,124.713,4.826015097452798,41530.0,312690.0,1.06,4.08,0.25980392156862747,3.849056603773585,88.16,81.69,4.153909048704606,87.52,79.81,4.425758074280794
IND,CAN,2019,124.832,4.826968833324246,3287260.0,9879750.0,70.42,1.33,52.94736842105263,0.01888667992047714,171.62,116.76,0.027760637272630066,151.15,,
EUN,OAS,2007,124.838,4.827016896768001,,,,,,,,,,,,
USA,BGR,2012,124.85,4.827113016725782,9831510.0,111000.0,1.0,1.52,0.6578947368421053,1.52,105.29,107.3,1.4915265610438027,103.99,107.29,4.659915094660398
AUS,PNG,2007,125.02,4.828473724503667,7741220.0,462840.0,1.2,2.97,0.404040404040404,2.475,91.49,79.65,2.8429096045197735,88.81,85.65,4.468384240520271
EST,FIN,2016,125.14,4.829433110570218,45340.0,338450.0,0.9,0.9,1.0,1.0,111.64,109.18,1.0225315991939916,121.34,112.03,4.758681607542392
IND,MYS,2017,125.359,4.831181620989784,3287260.0,330621.0,65.12,4.3,15.14418604651163,0.06603194103194103,159.18,119.61,0.087876969931146,142.75,,
EUN,AUS,2021,125.442,4.831843500352546,,,,1.33,,inf,,124.27,,,123.28,
GBR,ISR,2003,125.545,4.832664260039559,243610.0,22070.0,0.61,4.55,0.13406593406593406,7.459016393442623,85.13,87.09,7.291147842160643,84.0,90.19,4.4663676775104655
USA,THA,2004,125.655,4.833540056273883,9632030.0,513120.0,1.0,40.22,0.02486325211337643,40.22,86.62,82.81,42.07047941069919,88.23,81.93,4.442906132693869
USA,PAK,2015,125.719,4.834049257713831,9831510.0,796100.0,1.0,102.77,0.009730466089325679,102.77,108.7,145.28,76.8935779185022,108.86,152.81,4.85962898631161
AUT,BEL,2007,125.779,4.834526398694184,83879.0,30530.0,0.73,0.73,1.0,1.0,94.68,93.7,1.0104589114194238,95.43,95.79,4.5602756449119815
MWI,ZMB,2003,125.811,4.834780780825211,118480.0,752610.0,97.43,4.73,20.59830866807611,0.04854767525402853,49.92,42.92,0.05646551604569209,46.48,,
USA,EGY,2017,125.873,4.835273462133948,9831510.0,1001450.0,1.0,17.78,0.056242969628796394,17.78,112.41,231.09,8.648793976372842,112.04,218.17,5.052065262897921
USA,POL,2016,125.896,4.835456169298563,9831510.0,312680.0,1.0,3.94,0.25380710659898476,3.94,110.07,107.41,4.037573782701797,109.96,107.62,4.68936158367916
CZE,SVK,2007,125.97,4.836043783364212,78870.0,49030.0,20.29,0.73,27.794520547945204,0.03597831444061114,91.72,93.19,0.03541078442421777,96.94,97.84,4.578712860898073
KGZ,IRN,2001,126.0,4.836281906951478,199950.0,1745150.0,48.38,1753.99,0.027582825443702646,36.25444398511782,52.38,28.5,66.63185178738496,47.25,,
AUT,FRA,1999,126.088,4.83698007587324,83879.0,549086.0,0.94,0.94,1.0,1.0,80.71,83.0,0.9724096385542168,82.94,82.64,4.416305639814809
EUN,MAR,2004,126.246,4.83823238448523,,446550.0,,8.87,,inf,,88.84,,,100.24,
BEL,MAR,2004,126.247,4.838240305496901,30530.0,446550.0,0.8,8.87,0.09019165727170238,11.087499999999999,87.96,88.84,10.977673345339934,90.02,100.24,4.5537995892262995
ARE,IRN,2005,126.268,4.838406632250152,98647.9,1745150.0,3.67,8963.96,0.00040941726647597716,2442.4959128065393,,49.41,,,,
USA,JAM,2012,126.308,4.838723368601463,9831510.0,10990.0,1.0,88.75,0.011267605633802818,88.75,105.29,114.95,81.29175728577643,103.99,112.53,4.683757296717024
MWI,MOZ,2008,126.393,4.839396100432407,118480.0,799380.0,140.52,24.3,5.782716049382716,0.17292912040990605,85.87,85.7,0.1732721536709292,82.65,,
AUT,CZE,2011,126.641,4.841356311940823,83879.0,78870.0,0.72,17.7,0.04067796610169491,24.583333333333332,103.29,101.92,24.913780416012557,101.83,99.98,4.614137461084499
TTO,JAM,2008,126.648,4.8414115847714765,5130.0,10990.0,6.29,72.76,0.08644859813084112,11.567567567567568,84.56,81.03,12.07149837731104,,81.41,
AUT,RUS,2012,126.715,4.841940470216958,83879.0,17098250.0,0.78,30.84,0.02529182879377432,39.53846153846154,105.85,113.94,36.73114054630643,103.93,126.24,4.7409512263489475
AFG,PAK,2019,126.745,4.842177193961455,652860.0,796100.0,77.74,150.04,0.5181284990669155,1.9300231541034216,149.9,182.32,1.586827944274369,140.78,170.03,5.04158664012469
IND,KEN,2011,127.267,4.846287241792449,3287260.0,580370.0,46.67,88.81,0.5255038846976692,1.9029355046068137,108.91,114.02,1.817652217213893,108.86,110.07,4.695589590020678
USA,CHL,2000,127.344,4.846892086063494,9632030.0,756096.0,1.0,539.59,0.001853258955873904,539.59,78.97,73.67,578.4094244604316,81.14,58.12,4.229342948240191
MEX,NIC,1999,127.399,4.8473238938136936,1964380.0,130370.0,9.56,11.81,0.8094834885690093,1.2353556485355648,57.82,42.7,1.6727930585088138,52.07,42.46,3.850575711724959
SER,RUS,2002,127.527,4.848328106885383,,17098240.0,,31.35,,inf,,43.27,,,,
EUN,BIH,2004,127.564,4.8486181994426225,,51210.0,,1.58,,inf,,,,,75.44,
SER,MKD,2001,127.576,4.848712265445671,,25710.0,,68.04,,inf,,84.06,,,79.82,
